# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  409       2.319260153465e-10       2.851038277830e-12      -2.255232470953e-12       6.124828913042e-15       1.523246089974e-13       1.719288535106e-14       1.841216801359e-15 
  410       2.318357889741e-10       2.843344165059e-12      -2.491613143989e-12       6.144601710245e-15       1.511008984910e-13       1.688811905053e-14       1.830039969867e-15 
  411       2.317949440281e-10       2.835134470817e-12      -2.725455037005e-12       6.164502322838e-15       1.498884047577e-13       1.658709091041e-14       1.818785826136e-15 
  412       2.318030158325e-10       2.826414286419e-12      -2.956701696843e-12       6.184531113482e-15       1.486871215297e-13       1.628980707807e-14       1.807455263781e-15 
  413       2.318595190850e-10       2.817188888964e-12      -3.185296431239e-12       6.204688426163e-15       1.474970376972e-13       1.599627253145e-14       1.796049186971e-15 
  414       2.319639477072e-10       2.807463742606e-12      -3.411182309420e-12       6.224974586015e-15       1.463181372664e-13       1.570649106882e-14       1.784568510446e-15 
  415       2.321157746944e-10       2.797244499826e-12      -3.634302162703e-12       6.245389899137e-15       1.451503993182e-13       1.542046529855e-14       1.773014159547e-15 
  416       2.323144519659e-10       2.786537002698e-12      -3.854598585088e-12       6.265934652419e-15       1.439937979665e-13       1.513819662892e-14       1.761387070228e-15 
  417       2.325594102146e-10       2.775347284161e-12      -4.072013933856e-12       6.286609113357e-15       1.428483023165e-13       1.485968525787e-14       1.749688189088e-15 
  418       2.328500587577e-10       2.763681569288e-12      -4.286490330163e-12       6.307413529881e-15       1.417138764236e-13       1.458493016277e-14       1.737918473385e-15 
  419       2.331857853858e-10       2.751546276557e-12      -4.497969659643e-12       6.328348130167e-15       1.405904792511e-13       1.431392909023e-14       1.726078891063e-15 
  420       2.335659562139e-10       2.738948019120e-12      -4.706393572996e-12       6.349413122468e-15       1.394780646293e-13       1.404667854587e-14       1.714170420774e-15 
  421       2.339899155307e-10       2.725893606073e-12      -4.911703486589e-12       6.370608694926e-15       1.383765812134e-13       1.378317378406e-14       1.702194051894e-15 
  422       2.344569856490e-10       2.712390043725e-12      -5.113840583053e-12       6.391935015398e-15       1.372859724423e-13       1.352340879776e-14       1.690150784553e-15 
  423       2.349664667555e-10       2.698444536870e-12      -5.312745811876e-12       6.413392231274e-15       1.362061764968e-13       1.326737630824e-14       1.678041629652e-15 
  424       2.355176367611e-10       2.684064490054e-12      -5.508359890002e-12       6.434980469301e-15       1.351371262579e-13       1.301506775490e-14       1.665867608887e-15 
  425       2.361097511504e-10       2.669257508845e-12      -5.700623302428e-12       6.456699835401e-15       1.340787492656e-13       1.276647328503e-14       1.653629754769e-15 
  426       2.367420428326e-10       2.654031401108e-12      -5.889476302798e-12       6.478550414493e-15       1.330309676770e-13       1.252158174359e-14       1.641329110650e-15 
  427       2.374137219904e-10       2.638394178267e-12      -6.074858913999e-12       6.500532270316e-15       1.319936982249e-13       1.228038066298e-14       1.628966730739e-15 
  428       2.381239759312e-10       2.622354056581e-12      -6.256710928762e-12       6.522645445244e-15       1.309668521761e-13       1.204285625283e-14       1.616543680131e-15 
  429       2.388719689362e-10       2.605919458409e-12      -6.434971910252e-12       6.544889960113e-15       1.299503352898e-13       1.180899338979e-14       1.604061034821e-15 
  430       2.396568421108e-10       2.589099013485e-12      -6.609581192670e-12       6.567265814040e-15       1.289440477761e-13       1.157877560727e-14       1.591519881736e-15 
  431       2.404777132346e-10       2.571901560184e-12      -6.780477881846e-12       6.589772984242e-15       1.279478842544e-13       1.135218508525e-14       1.578921318746e-15 
  432       2.413336766116e-10       2.554336146792e-12      -6.947600855836e-12       6.612411425858e-15       1.269617337118e-13       1.112920264004e-14       1.566266454695e-15 
  433       2.422238029197e-10       2.536412032778e-12      -7.110888765518e-12       6.635181071772e-15       1.259854794616e-13       1.090980771410e-14       1.553556409417e-15 
  434       2.431471390613e-10       2.518138690061e-12      -7.270280035193e-12       6.658081832429e-15       1.250189991015e-13       1.069397836574e-14       1.540792313763e-15 
  435       2.441027080130e-10       2.499525804284e-12      -7.425712863172e-12       6.681113595663e-15       1.240621644724e-13       1.048169125898e-14       1.527975309618e-15 
  436       2.450895086759e-10       2.480583276080e-12      -7.577125222381e-12       6.704276226509e-15       1.231148416162e-13       1.027292165325e-14       1.515106549928e-15 
  437       2.461065157251e-10       2.461321222340e-12      -7.724454860954e-12       6.727569567032e-15       1.221768907350e-13       1.006764339326e-14       1.502187198716e-15 
  438       2.471526794602e-10       2.441749977492e-12      -7.867639302828e-12       6.750993436143e-15       1.212481661489e-13       9.865828898680e-15       1.489218431110e-15 
  439       2.482269256552e-10       2.421880094758e-12      -8.006615848344e-12       6.774547629422e-15       1.203285162545e-13       9.667449153998e-15       1.476201433362e-15 
  440       2.493281554086e-10       2.401722347435e-12      -8.141321574838e-12       6.798231918938e-15       1.194177834838e-13       9.472473698250e-15       1.463137402870e-15 
  441       2.504552449931e-10       2.381287730160e-12      -8.271693337238e-12       6.822046053069e-15       1.185158042621e-13       9.280870614818e-15       1.450027548201e-15 
  442       2.516070457059e-10       2.360587460177e-12      -8.397667768667e-12       6.845989756327e-15       1.176224089664e-13       9.092606521200e-15       1.436873089112e-15 
  443       2.527823837189e-10       2.339632978613e-12      -8.519181281030e-12       6.870062729172e-15       1.167374218842e-13       8.907646558796e-15       1.423675256572e-15 
  444       2.539800599281e-10       2.318435951744e-12      -8.636170065617e-12       6.894264647839e-15       1.158606611718e-13       8.725954382679e-15       1.410435292785e-15 
  445       2.551988498043e-10       2.297008272264e-12      -8.748570093697e-12       6.918595164155e-15       1.149919388124e-13       8.547492151376e-15       1.397154451213e-15 
  446       2.564375032429e-10       2.275362060559e-12      -8.856317117114e-12       6.943053905365e-15       1.141310605750e-13       8.372220516647e-15       1.383833996593e-15 
  447       2.576947444135e-10       2.253509665973e-12      -8.959346668883e-12       6.967640473944e-15       1.132778259723e-13       8.200098613260e-15       1.370475204966e-15 
  448       2.589692716106e-10       2.231463668077e-12      -9.057594063791e-12       6.992354447428e-15       1.124320282196e-13       8.031084048773e-15       1.357079363692e-15 
  449       2.602598802245e-10       2.209236369200e-12      -9.151005845294e-12       7.017195151059e-15       1.115934895002e-13       7.865137536381e-15       1.343647741473e-15 
  450       2.615658363427e-10       2.186838251332e-12      -9.239574532937e-12       7.042160968017e-15       1.107621681036e-13       7.702236979360e-15       1.330181497277e-15 
  451       2.628865149468e-10       2.164279471765e-12      -9.323305000876e-12       7.067250006508e-15       1.099380546734e-13       7.542363822422e-15       1.316681768506e-15 
  452       2.642212778077e-10       2.141570368291e-12      -9.402203140596e-12       7.092460324605e-15       1.091211371934e-13       7.385498442405e-15       1.303149700740e-15 
  453       2.655694734086e-10       2.118721460169e-12      -9.476275868309e-12       7.117789929933e-15       1.083114009664e-13       7.231620140807e-15       1.289586447742e-15 
  454       2.669304368685e-10       2.095743449089e-12      -9.545531132345e-12       7.143236779354e-15       1.075088285940e-13       7.080707136320e-15       1.275993171460e-15 
  455       2.683034898646e-10       2.072647220144e-12      -9.609977920547e-12       7.168798778655e-15       1.067133999561e-13       6.932736557370e-15       1.262371042031e-15 
  456       2.696879405564e-10       2.049443842796e-12      -9.669626267667e-12       7.194473782229e-15       1.059250921896e-13       6.787684434650e-15       1.248721237789e-15 
  457       2.710830835081e-10       2.026144571844e-12      -9.724487262759e-12       7.220259592769e-15       1.051438796685e-13       6.645525693657e-15       1.235044945264e-15 
  458       2.724881996121e-10       2.002760848391e-12      -9.774573056573e-12       7.246153960945e-15       1.043697339832e-13       6.506234147226e-15       1.221343359191e-15 
  459       2.739025560120e-10       1.979304300812e-12      -9.819896868952e-12       7.272154585097e-15       1.036026239193e-13       6.369782488066e-15       1.207617682510e-15 
  460       2.753254060257e-10       1.955786745720e-12      -9.860472996224e-12       7.298259110918e-15       1.028425154378e-13       6.236142281296e-15       1.193869126374e-15 
  461       2.767559890690e-10       1.932220188940e-12      -9.896316818597e-12       7.324465131140e-15       1.020893716539e-13       6.105283956984e-15       1.180098910150e-15 
  462       2.781935305781e-10       1.908616826467e-12      -9.927444807556e-12       7.350770185220e-15       1.013431528164e-13       5.977176802675e-15       1.166308261425e-15 
  463       2.796372419331e-10       1.884989045442e-12      -9.953874533253e-12       7.377171759025e-15       1.006038162877e-13       5.851788955934e-15       1.152498416010e-15 
  464       2.810863203812e-10       1.861349425115e-12      -9.975624671904e-12       7.403667284522e-15       9.987131652242e-14       5.729087396879e-15       1.138670617944e-15 
  465       2.825399489595e-10       1.837710737815e-12      -9.992715013185e-12       7.430254139459e-15       9.914560504720e-14       5.609037940714e-15       1.124826119496e-15 
  466       2.839972964187e-10       1.814085949916e-12      -1.000516646762e-11       7.456929647053e-15       9.842663044003e-14       5.491605230269e-15       1.110966181174e-15 
  467       2.854575171457e-10       1.790488222805e-12      -1.001300107399e-11       7.483691075676e-15       9.771433830961e-14       5.376752728533e-15       1.097092071724e-15 
  468       2.869197510871e-10       1.766930913851e-12      -1.001624200672e-11       7.510535638542e-15       9.700867127471e-14       5.264442711193e-15       1.083205068140e-15 
  469       2.883831236721e-10       1.743427577371e-12      -1.001491358324e-11       7.537460493391e-15       9.630956894363e-14       5.154636259162e-15       1.069306455661e-15 
  470       2.898467457359e-10       1.719991965600e-12      -1.000904127145e-11       7.564462742177e-15       9.561696789349e-14       5.047293251125e-15       1.055397527782e-15 
  471       2.913097134426e-10       1.696638029656e-12      -9.998651697052e-12       7.591539430750e-15       9.493080164973e-14       4.942372356067e-15       1.041479586252e-15 
  472       2.927711082085e-10       1.673379920507e-12      -9.983772650980e-12       7.618687548548e-15       9.425100066538e-14       4.839831025810e-15       1.027553941084e-15 
  473       2.942299966253e-10       1.650231989944e-12      -9.964433096775e-12       7.645904028277e-15       9.357749230055e-14       4.739625487552e-15       1.013621910555e-15 
  474       2.956854303830e-10       1.627208791543e-12      -9.940663177988e-12       7.673185745602e-15       9.291020080174e-14       4.641710736398e-15       9.996848212142e-16 
  475       2.971364461933e-10       1.604325081634e-12      -9.912494225573e-12       7.700529518829e-15       9.224904728128e-14       4.546040527902e-15       9.857440078810e-16 
  476       2.985820657127e-10       1.581595820271e-12      -9.879958765283e-12       7.727932108594e-15       9.159394969668e-14       4.452567370593e-15       9.718008136553e-16 
  477       3.000212954654e-10       1.559036172198e-12      -9.843090525063e-12       7.755390217545e-15       9.094482283005e-14       4.361242518523e-15       9.578565899187e-16 
  478       3.014531267669e-10       1.536661507817e-12      -9.801924442442e-12       7.782900490034e-15       9.030157826744e-14       4.272015963790e-15       9.439126963390e-16 
  479       3.028765356466e-10       1.514487404153e-12      -9.756496671932e-12       7.810459511795e-15       8.966412437829e-14       4.184836429083e-15       9.299705008748e-16 
  480       3.042904827715e-10       1.492529645828e-12      -9.706844592422e-12       7.838063809639e-15       8.903236629476e-14       4.099651360214e-15       9.160313797796e-16 
  481       3.056939133688e-10       1.470804226021e-12      -9.653006814568e-12       7.865709851133e-15       8.840620589115e-14       4.016406918653e-15       9.020967176058e-16 
  482       3.070857571497e-10       1.449327347442e-12      -9.595023188191e-12       7.893394044288e-15       8.778554176327e-14       3.935047974066e-15       8.881679072088e-16 
  483       3.084649282318e-10       1.428115423297e-12      -9.532934809674e-12       7.921112737245e-15       8.717026920785e-14       3.855518096848e-15       8.742463497515e-16 
  484       3.098303250628e-10       1.407185078255e-12      -9.466784029350e-12       7.948862217963e-15       8.656028020188e-14       3.777759550662e-15       8.603334547084e-16 
  485       3.111808303434e-10       1.386553149416e-12      -9.396614458900e-12       7.976638713902e-15       8.595546338208e-14       3.701713284970e-15       8.464306398696e-16 
  486       3.125153109507e-10       1.366236687280e-12      -9.322470978750e-12       8.004438391710e-15       8.535570402417e-14       3.627318927574e-15       8.325393313450e-16 
  487       3.138326178608e-10       1.346252956713e-12      -9.244399745462e-12       8.032257356910e-15       8.476088402238e-14       3.554514777146e-15       8.186609635688e-16 
  488       3.151317280628e-10       1.326617811603e-12      -9.162450188699e-12       8.060091829757e-15       8.417090132410e-14       3.483248696150e-15       8.047969041689e-16 
  489       3.164121751069e-10       1.307340763555e-12      -9.076681052575e-12       8.087938679224e-15       8.358572891318e-14       3.413511161906e-15       7.909482261049e-16 
  490       3.176736312369e-10       1.288429768129e-12      -8.987154548934e-12       8.115794904315e-15       8.300535754402e-14       3.345303185885e-15       7.771159287468e-16 
  491       3.189157665548e-10       1.269892838010e-12      -8.893934392430e-12       8.143657459103e-15       8.242977643436e-14       3.278625500412e-15       7.633010123628e-16 
  492       3.201382490152e-10       1.251738043162e-12      -8.797085808923e-12       8.171523252507e-15       8.185897325443e-14       3.213478556692e-15       7.495044780846e-16 
  493       3.213407444198e-10       1.233973510975e-12      -8.696675543876e-12       8.199389148065e-15       8.129293411616e-14       3.149862522818e-15       7.357273278747e-16 
  494       3.225229164125e-10       1.216607426414e-12      -8.592771870746e-12       8.227251963709e-15       8.073164356231e-14       3.087777281797e-15       7.219705644924e-16 
  495       3.236844264731e-10       1.199648032173e-12      -8.485444599382e-12       8.255108471541e-15       8.017508455567e-14       3.027222429560e-15       7.082351914602e-16 
  496       3.248249339124e-10       1.183103628822e-12      -8.374765084418e-12       8.282955397604e-15       7.962323846822e-14       2.968197272981e-15       6.945222130301e-16 
  497       3.259440958669e-10       1.166982574956e-12      -8.260806233671e-12       8.310789421661e-15       7.907608507028e-14       2.910700827896e-15       6.808326341504e-16 
  498       3.270415672928e-10       1.151293287346e-12      -8.143642516532e-12       8.338607176965e-15       7.853360251973e-14       2.854731817120e-15       6.671674604316e-16 
  499       3.281170009609e-10       1.136044241091e-12      -8.023349972364e-12       8.366405250038e-15       7.799576735113e-14       2.800288668461e-15       6.535276981133e-16 
  500       3.291700474510e-10       1.121243969765e-12      -7.900006218895e-12       8.394180180442e-15       7.746255446492e-14       2.747369512740e-15       6.399143540303e-16 
  501       3.302003551468e-10       1.106901065566e-12      -7.773690460614e-12       8.421928460556e-15       7.693393711657e-14       2.695972181806e-15       6.263284355787e-16 
  502       3.312075702300e-10       1.093024179469e-12      -7.644483497167e-12       8.449646535348e-15       7.640988690578e-14       2.646094206556e-15       6.127709506831e-16 
  503       3.321913366749e-10       1.079622021374e-12      -7.512467731748e-12       8.477330802152e-15       7.589037376562e-14       2.597732814951e-15       5.992429077624e-16 
  504       3.331512962432e-10       1.066703360256e-12      -7.377727179500e-12       8.504977610443e-15       7.537536595172e-14       2.550884930029e-15       5.857453156962e-16 
  505       3.340870884785e-10       1.054277024317e-12      -7.240347475904e-12       8.532583261607e-15       7.486483003143e-14       2.505547167929e-15       5.722791837914e-16 
  506       3.349983507007e-10       1.042351901130e-12      -7.100415885179e-12       8.560144008720e-15       7.435873087298e-14       2.461715835902e-15       5.588455217488e-16 
  507       3.358847180006e-10       1.030936937796e-12      -6.958021308674e-12       8.587656056323e-15       7.385703163469e-14       2.419386930334e-15       5.454453396288e-16 
  508       3.367458232344e-10       1.020041141090e-12      -6.813254293261e-12       8.615115560192e-15       7.335969375409e-14       2.378556134756e-15       5.320796478187e-16 
  509       3.375812970185e-10       1.009673577610e-12      -6.666207039736e-12       8.642518627118e-15       7.286667693714e-14       2.339218817868e-15       5.187494569984e-16 
  510       3.383907677237e-10       9.998433739303e-13      -6.516973411210e-12       8.669861314676e-15       7.237793914734e-14       2.301370031551e-15       5.054557781070e-16 
  511       3.391738614700e-10       9.905597167478e-13      -6.365648941502e-12       8.697139631004e-15       7.189343659498e-14       2.265004508887e-15       4.921996223094e-16 
  512       3.399302021210e-10       9.818318530341e-13      -6.212330843539e-12       8.724349534576e-15       7.141312372624e-14       2.230116662176e-15       4.789820009625e-16 
  513       3.406594112786e-10       9.736690901848e-13      -6.057118017748e-12       8.751486933977e-15       7.093695321238e-14       2.196700580951e-15       4.658039255816e-16 
  514       3.413611082773e-10       9.660807961687e-13      -5.900111060451e-12       8.778547687676e-15       7.046487593892e-14       2.164750029996e-15       4.526664078069e-16 
  515       3.420349101791e-10       9.590763996786e-13      -5.741412272261e-12       8.805527603801e-15       6.999684099484e-14       2.134258447366e-15       4.395704593698e-16 
  516       3.426804317678e-10       9.526653902806e-13      -5.581125666474e-12       8.832422439916e-15       6.953279566167e-14       2.105218942398e-15       4.265170920594e-16 
  517       3.432972855434e-10       9.468573185638e-13      -5.419356977470e-12       8.859227902793e-15       6.907268540274e-14       2.077624293735e-15       4.135073176889e-16 
  518       3.438850817171e-10       9.416617962908e-13      -5.256213669103e-12       8.885939648185e-15       6.861645385231e-14       2.051466947338e-15       4.005421480617e-16 
  519       3.444434282056e-10       9.370884965470e-13      -5.091804943094e-12       8.912553280607e-15       6.816404280474e-14       2.026739014505e-15       3.876225949384e-16 
  520       3.449719306254e-10       9.331471538904e-13      -4.926241747435e-12       8.939064353103e-15       6.771539220369e-14       2.003432269889e-15       3.747496700025e-16 
  521       3.454701922878e-10       9.298475645021e-13      -4.759636784774e-12       8.965468367025e-15       6.727044013125e-14       1.981538149513e-15       3.619243848275e-16 
  522       3.459378141933e-10       9.271995863353e-13      -4.592104520814e-12       8.991760771807e-15       6.682912279714e-14       1.961047748787e-15       3.491477508426e-16 
  523       3.463743950260e-10       9.252131392659e-13      -4.423761192712e-12       9.017936964737e-15       6.639137452787e-14       1.941951820529e-15       3.364207792997e-16 
  524       3.467795311481e-10       9.238982052417e-13      -4.254724817466e-12       9.043992290735e-15       6.595712775591e-14       1.924240772978e-15       3.237444812396e-16 
  525       3.471528165948e-10       9.232648284329e-13      -4.085115200317e-12       9.069922042127e-15       6.552631300886e-14       1.907904667813e-15       3.111198674580e-16 
  526       3.474938430686e-10       9.233231153813e-13      -3.915053943138e-12       9.095721458417e-15       6.509885889863e-14       1.892933218167e-15       2.985479484725e-16 
  527       3.478022926482e-10       9.240814387796e-13      -3.744655803967e-12       9.121386212730e-15       6.467470343787e-14       1.879315251265e-15       2.860297513033e-16 
  528       3.480782187415e-10       9.255409939689e-13      -3.574002496204e-12       9.146913886363e-15       6.425382835490e-14       1.867037084027e-15       2.735663703936e-16 
  529       3.483217728806e-10       9.277010924104e-13      -3.403168182418e-12       9.172302534510e-15       6.383622570504e-14       1.856084098690e-15       2.611589180288e-16 
  530       3.485331127435e-10       9.305609438356e-13      -3.232228062418e-12       9.197550203263e-15       6.342188662316e-14       1.846441271931e-15       2.488085076236e-16 
  531       3.487124021892e-10       9.341196556216e-13      -3.061258377916e-12       9.222654929598e-15       6.301080131771e-14       1.838093172652e-15       2.365162536950e-16 
  532       3.488598112914e-10       9.383762321664e-13      -2.890336417197e-12       9.247614741354e-15       6.260295906477e-14       1.831023959762e-15       2.242832718363e-16 
  533       3.489755163739e-10       9.433295742635e-13      -2.719540519781e-12       9.272427657226e-15       6.219834820213e-14       1.825217379969e-15       2.121106786905e-16 
  534       3.490597000445e-10       9.489784784778e-13      -2.548950081088e-12       9.297091686741e-15       6.179695612331e-14       1.820656765563e-15       1.999995919243e-16 
  535       3.491125512298e-10       9.553216365201e-13      -2.378645557104e-12       9.321604830247e-15       6.139876927166e-14       1.817325032204e-15       1.879511302014e-16 
  536       3.491342652096e-10       9.623576346225e-13      -2.208708469046e-12       9.345965078898e-15       6.100377313438e-14       1.815204676706e-15       1.759664131563e-16 
  537       3.491250436516e-10       9.700849529137e-13      -2.039221408028e-12       9.370170414636e-15       6.061195223659e-14       1.814277774824e-15       1.640465613682e-16 
  538       3.490850946458e-10       9.785019647940e-13      -1.870268039722e-12       9.394218810177e-15       6.022329013538e-14       1.814525979042e-15       1.521926963341e-16 
  539       3.490146327392e-10       9.876069363104e-13      -1.701933109028e-12       9.418108228992e-15       5.983776941387e-14       1.815930516357e-15       1.404059404429e-16 
  540       3.489138789700e-10       9.973980255318e-13      -1.534302444739e-12       9.441836625299e-15       5.945537167526e-14       1.818472186066e-15       1.286874169489e-16 
  541       3.487830609026e-10       1.007873281924e-12      -1.367462964200e-12       9.465401944040e-15       5.907607753689e-14       1.822131357552e-15       1.170382499455e-16 
  542       3.486224126616e-10       1.019030645726e-12      -1.201502677980e-12       9.488802120866e-15       5.869986662429e-14       1.826887968072e-15       1.054595643387e-16 
  543       3.484321749667e-10       1.030867947323e-12      -1.036510694534e-12       9.512035082129e-15       5.832671756526e-14       1.832721520538e-15       9.395248582088e-17 
  544       3.482125951673e-10       1.043382906623e-12      -8.725772248682e-13       9.535098744856e-15       5.795660798387e-14       1.839611081311e-15       8.251814084459e-17 
  545       3.479639272767e-10       1.056573132432e-12      -7.097935872054e-13       9.557991016740e-15       5.758951449459e-14       1.847535277981e-15       7.115765659591e-17 
  546       3.476864320067e-10       1.070436121828e-12      -5.482522116498e-13       9.580709796124e-15       5.722541269627e-14       1.856472297154e-15       5.987216096827e-17 
  547       3.473803768026e-10       1.084969259539e-12      -3.880466448527e-13       9.603252971983e-15       5.686427716625e-14       1.866399882242e-15       4.866278253606e-17 
  548       3.470460358771e-10       1.100169817314e-12      -2.292715546766e-13       9.625618423909e-15       5.650608145440e-14       1.877295331244e-15       3.753065052831e-17 
  549       3.466836902450e-10       1.116034953302e-12      -7.202273486134e-14       9.647804022098e-15       5.615079807716e-14       1.889135494538e-15       2.647689480233e-17 
  550       3.462936277581e-10       1.132561711422e-12       8.360289031163e-14       9.669807627332e-15       5.579839851161e-14       1.901896772661e-15       1.550264581733e-17 
  551       3.458761431393e-10       1.149747020747e-12       2.375072613537e-13       9.691627090963e-15       5.544885318952e-14       1.915555114101e-15       4.609034608112e-18 
  552       3.454315380174e-10       1.167587694870e-12       3.895911789044e-13       9.713260254898e-15       5.510213149143e-14       1.930086013077e-15      -6.202807241298e-18 
  553       3.449601209614e-10       1.186080431283e-12       5.397542990657e-13       9.734704951585e-15       5.475820174065e-14       1.945464507331e-15      -1.693174762400e-17 
  554       3.444622075153e-10       1.205221810753e-12       6.878951287378e-13       9.755959003996e-15       5.441703119738e-14       1.961665175913e-15      -2.757665393654e-17 
  555       3.439381202322e-10       1.225008296697e-12       8.339110209534e-13       9.777020225612e-15       5.407858605271e-14       1.978662136964e-15      -3.813639310532e-17 
  556       3.433881887097e-10       1.245436234555e-12       9.776981702127e-13       9.797886420406e-15       5.374283142271e-14       1.996429045504e-15      -4.860983161287e-17 
  557       3.428127496232e-10       1.266501851166e-12       1.119151607818e-12       9.818555382829e-15       5.340973134247e-14       2.014939091220e-15      -5.899583552426e-17 
  558       3.422121467615e-10       1.288201254146e-12       1.258165197211e-12       9.839024897793e-15       5.307924876018e-14       2.034164996249e-15      -6.929327051341e-17 
  559       3.415867310608e-10       1.310530431258e-12       1.394631629303e-12       9.859292740659e-15       5.275134553114e-14       2.054079012969e-15      -7.950100188946e-17 
  560       3.409368606393e-10       1.333485249792e-12       1.528442417815e-12       9.879356677216e-15       5.242598241185e-14       2.074652921778e-15      -8.961789462310e-17 
  561       3.402629008320e-10       1.357061455937e-12       1.659487894608e-12       9.899214463670e-15       5.210311905406e-14       2.095858028887e-15      -9.964281337294e-17 
  562       3.395652242248e-10       1.381254674159e-12       1.787657205021e-12       9.918863846625e-15       5.178271399883e-14       2.117665164103e-15      -1.095746225118e-16 
  563       3.388442106892e-10       1.406060406572e-12       1.912838303207e-12       9.938302563070e-15       5.146472467056e-14       2.140044678616e-15      -1.194121861533e-16 
  564       3.381002474172e-10       1.431474032316e-12       2.034917947464e-12       9.957528340363e-15       5.114910737108e-14       2.162966442783e-15      -1.291543681776e-16 
  565       3.373337289551e-10       1.457490806934e-12       2.153781695571e-12       9.976538896213e-15       5.083581727366e-14       2.186399843919e-15      -1.388000322587e-16 
  566       3.365450659845e-10       1.484105082315e-12       2.269327872621e-12       9.995332414681e-15       5.052481537701e-14       2.210316458018e-15      -1.483482790352e-16 
  567       3.357347118402e-10       1.511307945754e-12       2.381509878819e-12       1.001390898766e-14       5.021608957563e-14       2.234698144949e-15      -1.577991642778e-16 
  568       3.349031367427e-10       1.539089518922e-12       2.490294960907e-12       1.003226921043e-14       4.990963411978e-14       2.259529157154e-15      -1.671529992498e-16 
  569       3.340508191511e-10       1.567439730883e-12       2.595650338706e-12       1.005041370921e-14       4.960544270125e-14       2.284793483339e-15      -1.764101153491e-16 
  570       3.331782458019e-10       1.596348317180e-12       2.697543205681e-12       1.006834314126e-14       4.930350845010e-14       2.310474847260e-15      -1.855708642223e-16 
  571       3.322859117459e-10       1.625804818913e-12       2.795940729499e-12       1.008605819509e-14       4.900382393125e-14       2.336556706512e-15      -1.946356178805e-16 
  572       3.313743203867e-10       1.655798581831e-12       2.890810052588e-12       1.010355959060e-14       4.870638114118e-14       2.363022251312e-15      -2.036047688137e-16 
  573       3.304439835181e-10       1.686318755408e-12       2.982118292697e-12       1.012084807924e-14       4.841117150455e-14       2.389854403286e-15      -2.124787301063e-16 
  574       3.294954213620e-10       1.717354291932e-12       3.069832543453e-12       1.013792444421e-14       4.811818587090e-14       2.417035814256e-15      -2.212579355520e-16 
  575       3.285291626062e-10       1.748893945584e-12       3.153919874928e-12       1.015478950055e-14       4.782741451128e-14       2.444548865024e-15      -2.299428397684e-16 
  576       3.275457444423e-10       1.780926271528e-12       3.234347334188e-12       1.017144409538e-14       4.753884711491e-14       2.472375664160e-15      -2.385339183128e-16 
  577       3.265457126034e-10       1.813439624987e-12       3.311081945863e-12       1.018788910801e-14       4.725247278586e-14       2.500498046787e-15      -2.470316677965e-16 
  578       3.255296214017e-10       1.846422160335e-12       3.384090712697e-12       1.020412545013e-14       4.696828003966e-14       2.528897573370e-15      -2.554366060002e-16 
  579       3.244980337670e-10       1.879861830173e-12       3.453340616116e-12       1.022015406595e-14       4.668625680002e-14       2.557555528494e-15      -2.637492719890e-16 
  580       3.234515212835e-10       1.913746384418e-12       3.518798616782e-12       1.023597593239e-14       4.640639039544e-14       2.586452919662e-15      -2.719702262274e-16 
  581       3.223906642285e-10       1.948063369384e-12       3.580431655153e-12       1.025159205922e-14       4.612866755589e-14       2.615570476069e-15      -2.801000506940e-16 
  582       3.213160516097e-10       1.982800126868e-12       3.638206652047e-12       1.026700348923e-14       4.585307440945e-14       2.644888647396e-15      -2.881393489973e-16 
  583       3.202282812031e-10       2.017943793231e-12       3.692090509196e-12       1.028221129838e-14       4.557959647899e-14       2.674387602595e-15      -2.960887464897e-16 
  584       3.191279595910e-10       2.053481298483e-12       3.742050109809e-12       1.029721659600e-14       4.530821867883e-14       2.704047228671e-15      -3.039488903835e-16 
  585       3.180157021993e-10       2.089399365367e-12       3.788052319129e-12       1.031202052491e-14       4.503892531137e-14       2.733847129473e-15      -3.117204498651e-16 
  586       3.168921333360e-10       2.125684508442e-12       3.830063984996e-12       1.032662426160e-14       4.477170006376e-14       2.763766624476e-15      -3.194041162107e-16 
  587       3.157578862286e-10       2.162323033169e-12       3.868051938403e-12       1.034102901640e-14       4.450652600458e-14       2.793784747570e-15      -3.270006029010e-16 
  588       3.146136030616e-10       2.199301034991e-12       3.901982994059e-12       1.035523603362e-14       4.424338558045e-14       2.823880245845e-15      -3.345106457359e-16 
  589       3.134599350151e-10       2.236604398419e-12       3.931823950944e-12       1.036924659175e-14       4.398226061274e-14       2.854031578376e-15      -3.419350029504e-16 
  590       3.122975423019e-10       2.274218796114e-12       3.957541592874e-12       1.038306200357e-14       4.372313229421e-14       2.884216915012e-15      -3.492744553286e-16 
