# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  662       2.426216576015e-10       4.901227238463e-12      -4.581643538616e-12       0.000000000000e+00       2.923914729727e-14       4.723041922551e-15      -6.549674603433e-16 
  663       2.423163952437e-10       4.922300996715e-12      -4.815063746445e-12       0.000000000000e+00       2.908480948080e-14       4.747867440372e-15      -6.557213157243e-16 
  664       2.420369565035e-10       4.942654017998e-12      -5.049615717572e-12       0.000000000000e+00       2.893152743740e-14       4.772583276759e-15      -6.563883745435e-16 
  665       2.417834461560e-10       4.962277920531e-12      -5.285197117994e-12       0.000000000000e+00       2.877929335116e-14       4.797173645228e-15      -6.569700698687e-16 
  666       2.415559678809e-10       4.981164284334e-12      -5.521704364054e-12       0.000000000000e+00       2.862809915732e-14       4.821622583540e-15      -6.574678589255e-16 
  667       2.413546242556e-10       4.999304651167e-12      -5.759032617776e-12       0.000000000000e+00       2.847793654115e-14       4.845913953061e-15      -6.578832231968e-16 
  668       2.411795167478e-10       5.016690524468e-12      -5.997075782195e-12       0.000000000000e+00       2.832879693673e-14       4.870031438125e-15      -6.582176685217e-16 
  669       2.410307457077e-10       5.033313369284e-12      -6.235726496687e-12       0.000000000000e+00       2.818067152580e-14       4.893958545392e-15      -6.584727251944e-16 
  670       2.409084103616e-10       5.049164612213e-12      -6.474876132300e-12       0.000000000000e+00       2.803355123656e-14       4.917678603208e-15      -6.586499480637e-16 
  671       2.408126088039e-10       5.064235641337e-12      -6.714414787088e-12       0.000000000000e+00       2.788742674252e-14       4.941174760967e-15      -6.587509166316e-16 
  672       2.407434379903e-10       5.078517806157e-12      -6.954231281437e-12       0.000000000000e+00       2.774228846131e-14       4.964429988467e-15      -6.587772351530e-16 
  673       2.407009937303e-10       5.092002417535e-12      -7.194213153398e-12       0.000000000000e+00       2.759812655348e-14       4.987427075275e-15      -6.587305327340e-16 
  674       2.406853706799e-10       5.104680747623e-12      -7.434246654022e-12       0.000000000000e+00       2.745493092136e-14       5.010148630087e-15      -6.586124634317e-16 
  675       2.406966623344e-10       5.116544029805e-12      -7.674216742683e-12       0.000000000000e+00       2.731269120786e-14       5.032577080082e-15      -6.584247063531e-16 
  676       2.407349610212e-10       5.127583458631e-12      -7.914007082415e-12       0.000000000000e+00       2.717139679530e-14       5.054694670290e-15      -6.581689657538e-16 
  677       2.408003578925e-10       5.137790189752e-12      -8.153500035241e-12       0.000000000000e+00       2.703103680423e-14       5.076483462947e-15      -6.578469711377e-16 
  678       2.408929429177e-10       5.147155339860e-12      -8.392576657505e-12       0.000000000000e+00       2.689160009226e-14       5.097925336857e-15      -6.574604773556e-16 
  679       2.410128048769e-10       5.155669986619e-12      -8.631116695201e-12       0.000000000000e+00       2.675307525285e-14       5.119001986751e-15      -6.570112647044e-16 
  680       2.411600313526e-10       5.163325168606e-12      -8.868998579304e-12       0.000000000000e+00       2.661545061419e-14       5.139694922650e-15      -6.565011390265e-16 
  681       2.413347087234e-10       5.170111885245e-12      -9.106099421105e-12       0.000000000000e+00       2.647871423798e-14       5.159985469221e-15      -6.559319318084e-16 
  682       2.415369221560e-10       5.176021096746e-12      -9.342295007535e-12       0.000000000000e+00       2.634285391824e-14       5.179854765141e-15      -6.553055002801e-16 
  683       2.417666970951e-10       5.181045850679e-12      -9.577468579352e-12       0.000000000000e+00       2.620785882983e-14       5.199287276417e-15      -6.546233833579e-16 
  684       2.420238223758e-10       5.185187711666e-12      -9.811537380767e-12       0.000000000000e+00       2.607372451474e-14       5.218281419950e-15      -6.538857612118e-16 
  685       2.423080233205e-10       5.188450468812e-12      -1.004442666730e-11       0.000000000000e+00       2.594044799988e-14       5.236839165476e-15      -6.530924736852e-16 
  686       2.426190198788e-10       5.190838021974e-12      -1.027606097183e-11       0.000000000000e+00       2.580802615631e-14       5.254962542397e-15      -6.522433624512e-16 
  687       2.429565266045e-10       5.192354382241e-12      -1.050636410222e-11       0.000000000000e+00       2.567645569852e-14       5.272653640044e-15      -6.513382710224e-16 
  688       2.433202526335e-10       5.193003672416e-12      -1.073525913883e-11       0.000000000000e+00       2.554573318363e-14       5.289914607944e-15      -6.503770447626e-16 
  689       2.437099016618e-10       5.192790127503e-12      -1.096266843220e-11       0.000000000000e+00       2.541585501067e-14       5.306747656076e-15      -6.493595308965e-16 
  690       2.441251719229e-10       5.191718095182e-12      -1.118851360054e-11       0.000000000000e+00       2.528681741979e-14       5.323155055141e-15      -6.482855785214e-16 
  691       2.445657561655e-10       5.189792036301e-12      -1.141271552740e-11       0.000000000000e+00       2.515861649157e-14       5.339139136819e-15      -6.471550386171e-16 
  692       2.450313416313e-10       5.187016525350e-12      -1.163519435920e-11       0.000000000000e+00       2.503124814620e-14       5.354702294034e-15      -6.459677640567e-16 
  693       2.455216100326e-10       5.183396250949e-12      -1.185586950284e-11       0.000000000000e+00       2.490470814277e-14       5.369846981217e-15      -6.447236096177e-16 
  694       2.460362375303e-10       5.178936016327e-12      -1.207465962329e-11       0.000000000000e+00       2.477899207847e-14       5.384575714570e-15      -6.434224319925e-16 
  695       2.465748947112e-10       5.173640739809e-12      -1.229148264117e-11       0.000000000000e+00       2.465409538791e-14       5.398891072324e-15      -6.420640897986e-16 
  696       2.471372465657e-10       5.167515455291e-12      -1.250625573034e-11       0.000000000000e+00       2.453001334229e-14       5.412795695008e-15      -6.406484435902e-16 
  697       2.477229524661e-10       5.160565312733e-12      -1.271889531546e-11       0.000000000000e+00       2.440674104869e-14       5.426292285707e-15      -6.391753558680e-16 
  698       2.483316661436e-10       5.152795578631e-12      -1.292931706965e-11       0.000000000000e+00       2.428427344929e-14       5.439383610327e-15      -6.376446910906e-16 
  699       2.489630356662e-10       5.144211636507e-12      -1.313743591199e-11       0.000000000000e+00       2.416260532067e-14       5.452072497858e-15      -6.360563156845e-16 
  700       2.496167034168e-10       5.134818987387e-12      -1.334316600515e-11       0.000000000000e+00       2.404173127297e-14       5.464361840634e-15      -6.344100980555e-16 
  701       2.502923060701e-10       5.124623250288e-12      -1.354642075300e-11       0.000000000000e+00       2.392164574921e-14       5.476254594601e-15      -6.327059085988e-16 
  702       2.509894745713e-10       5.113630162696e-12      -1.374711279813e-11       0.000000000000e+00       2.380234302452e-14       5.487753779573e-15      -6.309436197101e-16 
  703       2.517078341129e-10       5.101845581050e-12      -1.394515401951e-11       0.000000000000e+00       2.368381720534e-14       5.498862479501e-15      -6.291231057959e-16 
  704       2.524470041129e-10       5.089275481227e-12      -1.414045553003e-11       0.000000000000e+00       2.356606222873e-14       5.509583842730e-15      -6.272442432845e-16 
  705       2.532065981925e-10       5.075925959021e-12      -1.433292767409e-11       0.000000000000e+00       2.344907186160e-14       5.519921082269e-15      -6.253069106367e-16 
  706       2.539862241534e-10       5.061803230628e-12      -1.452248002522e-11       0.000000000000e+00       2.333283969990e-14       5.529877476046e-15      -6.233109883563e-16 
  707       2.547854839560e-10       5.046913633126e-12      -1.470902138364e-11       0.000000000000e+00       2.321735916796e-14       5.539456367176e-15      -6.212563590006e-16 
  708       2.556039736970e-10       5.031263624962e-12      -1.489245977382e-11       0.000000000000e+00       2.310262351766e-14       5.548661164221e-15      -6.191429071917e-16 
  709       2.564412835866e-10       5.014859786429e-12      -1.507270244215e-11       0.000000000000e+00       2.298862582771e-14       5.557495341455e-15      -6.169705196267e-16 
  710       2.572969979268e-10       4.997708820153e-12      -1.524965585443e-11       0.000000000000e+00       2.287535900289e-14       5.565962439125e-15      -6.147390850885e-16 
  711       2.581706950890e-10       4.979817551573e-12      -1.542322569353e-11       0.000000000000e+00       2.276281577330e-14       5.574066063714e-15      -6.124484944564e-16 
  712       2.590619474914e-10       4.961192929424e-12      -1.559331685693e-11       0.000000000000e+00       2.265098869359e-14       5.581809888205e-15      -6.100986407171e-16 
  713       2.599703215770e-10       4.941842026221e-12      -1.575983345434e-11       0.000000000000e+00       2.253987014224e-14       5.589197652341e-15      -6.076894189751e-16 
  714       2.608953777910e-10       4.921772038740e-12      -1.592267880528e-11       0.000000000000e+00       2.242945232076e-14       5.596233162893e-15      -6.052207264633e-16 
  715       2.618366705589e-10       4.900990288500e-12      -1.608175543663e-11       0.000000000000e+00       2.231972725299e-14       5.602920293916e-15      -6.026924625541e-16 
  716       2.627937482640e-10       4.879504222248e-12      -1.623696508027e-11       0.000000000000e+00       2.221068678430e-14       5.609262987016e-15      -6.001045287697e-16 
  717       2.637661532248e-10       4.857321412438e-12      -1.638820867065e-11       0.000000000000e+00       2.210232258085e-14       5.615265251613e-15      -5.974568287929e-16 
  718       2.647534216733e-10       4.834449557719e-12      -1.653538634235e-11       0.000000000000e+00       2.199462612884e-14       5.620931165202e-15      -5.947492684778e-16 
  719       2.657550837322e-10       4.810896483409e-12      -1.667839742770e-11       0.000000000000e+00       2.188758873378e-14       5.626264873616e-15      -5.919817558606e-16 
  720       2.667706633930e-10       4.786670141988e-12      -1.681714045435e-11       0.000000000000e+00       2.178120151968e-14       5.631270591290e-15      -5.891542011702e-16 
  721       2.677996784932e-10       4.761778613572e-12      -1.695151314287e-11       0.000000000000e+00       2.167545542835e-14       5.635952601521e-15      -5.862665168386e-16 
  722       2.688416444965e-10       4.736230897379e-12      -1.708142608011e-11       0.000000000000e+00       2.157034246208e-14       5.640314704098e-15      -5.833187733840e-16 
  723       2.698960859606e-10       4.710039302686e-12      -1.720684404729e-11       0.000000000000e+00       2.146585944080e-14       5.644358545395e-15      -5.803116704906e-16 
  724       2.709625252567e-10       4.683217107119e-12      -1.732774552193e-11       0.000000000000e+00       2.136200431932e-14       5.648085255067e-15      -5.772460754649e-16 
  725       2.720404787671e-10       4.655777770717e-12      -1.744410907840e-11       0.000000000000e+00       2.125877495029e-14       5.651495995764e-15      -5.741228682726e-16 
  726       2.731294568637e-10       4.627734936593e-12      -1.755591338867e-11       0.000000000000e+00       2.115616908371e-14       5.654591963270e-15      -5.709429415848e-16 
  727       2.742289638867e-10       4.599102431596e-12      -1.766313722302e-11       0.000000000000e+00       2.105418436649e-14       5.657374386636e-15      -5.677072008244e-16 
  728       2.753384981231e-10       4.569894266980e-12      -1.776575945077e-11       0.000000000000e+00       2.095281834196e-14       5.659844528315e-15      -5.644165642132e-16 
  729       2.764575517852e-10       4.540124639068e-12      -1.786375904103e-11       0.000000000000e+00       2.085206844941e-14       5.662003684303e-15      -5.610719628175e-16 
  730       2.775856109893e-10       4.509807929911e-12      -1.795711506342e-11       0.000000000000e+00       2.075193202362e-14       5.663853184268e-15      -5.576743405957e-16 
  731       2.787221557343e-10       4.478958707958e-12      -1.804580668879e-11       0.000000000000e+00       2.065240629441e-14       5.665394391692e-15      -5.542246544437e-16 
  732       2.798666598801e-10       4.447591728720e-12      -1.812981318995e-11       0.000000000000e+00       2.055348838614e-14       5.666628703999e-15      -5.507238742425e-16 
  733       2.810185911264e-10       4.415721935430e-12      -1.820911394245e-11       0.000000000000e+00       2.045517531726e-14       5.667557552701e-15      -5.471729829038e-16 
  734       2.821774109911e-10       4.383364459712e-12      -1.828368842523e-11       0.000000000000e+00       2.035746399985e-14       5.668182403523e-15      -5.435729764171e-16 
  735       2.833425747888e-10       4.350534622242e-12      -1.835351622142e-11       0.000000000000e+00       2.026035123912e-14       5.668504756546e-15      -5.399248638961e-16 
  736       2.845135316096e-10       4.317247933417e-12      -1.841857701903e-11       0.000000000000e+00       2.016383373300e-14       5.668526146342e-15      -5.362296676250e-16 
  737       2.856897242978e-10       4.283520094013e-12      -1.847885061170e-11       0.000000000000e+00       2.006790807162e-14       5.668248142104e-15      -5.324884231053e-16 
  738       2.868705894298e-10       4.249366995854e-12      -1.853431689942e-11       0.000000000000e+00       1.997257073684e-14       5.667672347791e-15      -5.287021791020e-16 
  739       2.880555572936e-10       4.214804722477e-12      -1.858495588926e-11       0.000000000000e+00       1.987781810183e-14       5.666800402254e-15      -5.248719976905e-16 
  740       2.892440518665e-10       4.179849549790e-12      -1.863074769614e-11       0.000000000000e+00       1.978364643056e-14       5.665633979378e-15      -5.209989543029e-16 
  741       2.904354907944e-10       4.144517946745e-12      -1.867167254348e-11       0.000000000000e+00       1.969005187734e-14       5.664174788218e-15      -5.170841377745e-16 
  742       2.916292853699e-10       4.108826575997e-12      -1.870771076401e-11       0.000000000000e+00       1.959703048638e-14       5.662424573129e-15      -5.131286503905e-16 
  743       2.928248405109e-10       4.072792294568e-12      -1.873884280046e-11       0.000000000000e+00       1.950457819128e-14       5.660385113910e-15      -5.091336079321e-16 
  744       2.940215547396e-10       4.036432154515e-12      -1.876504920630e-11       0.000000000000e+00       1.941269081458e-14       5.658058225930e-15      -5.051001397235e-16 
  745       2.952188201605e-10       3.999763403591e-12      -1.878631064646e-11       0.000000000000e+00       1.932136406730e-14       5.655445760274e-15      -5.010293886783e-16 
  746       2.964160224394e-10       3.962803485911e-12      -1.880260789810e-11       0.000000000000e+00       1.923059354847e-14       5.652549603869e-15      -4.969225113459e-16 
  747       2.976125407819e-10       3.925570042617e-12      -1.881392185128e-11       0.000000000000e+00       1.914037474466e-14       5.649371679627e-15      -4.927806779578e-16 
  748       2.988077479116e-10       3.888080912539e-12      -1.882023350973e-11       0.000000000000e+00       1.905070302949e-14       5.645913946579e-15      -4.886050724747e-16 
  749       3.000010100494e-10       3.850354132865e-12      -1.882152399159e-11       0.000000000000e+00       1.896157366321e-14       5.642178400007e-15      -4.843968926326e-16 
  750       3.011916868912e-10       3.812407939799e-12      -1.881777453010e-11       0.000000000000e+00       1.887298179219e-14       5.638167071583e-15      -4.801573499894e-16 
  751       3.023791315873e-10       3.774260769232e-12      -1.880896647439e-11       0.000000000000e+00       1.878492244846e-14       5.633882029507e-15      -4.758876699715e-16 
  752       3.035626907204e-10       3.735931257399e-12      -1.879508129013e-11       0.000000000000e+00       1.869739054926e-14       5.629325378636e-15      -4.715890919200e-16 
  753       3.047417042843e-10       3.697438241550e-12      -1.877610056035e-11       0.000000000000e+00       1.861038089656e-14       5.624499260626e-15      -4.672628691379e-16 
  754       3.059155056629e-10       3.658800760610e-12      -1.875200598610e-11       0.000000000000e+00       1.852388817659e-14       5.619405854065e-15      -4.629102689359e-16 
  755       3.070834216079e-10       3.620038055848e-12      -1.872277938721e-11       0.000000000000e+00       1.843790695937e-14       5.614047374609e-15      -4.585325726792e-16 
  756       3.082447722185e-10       3.581169571534e-12      -1.868840270303e-11       0.000000000000e+00       1.835243169825e-14       5.608426075117e-15      -4.541310758341e-16 
  757       3.093988709188e-10       3.542214955612e-12      -1.864885799314e-11       0.000000000000e+00       1.826745672946e-14       5.602544245788e-15      -4.497070880146e-16 
  758       3.105450244374e-10       3.503194060356e-12      -1.860412743810e-11       0.000000000000e+00       1.818297627158e-14       5.596404214297e-15      -4.452619330285e-16 
  759       3.116825327852e-10       3.464126943042e-12      -1.855419334016e-11       0.000000000000e+00       1.809898442515e-14       5.590008345928e-15      -4.407969489243e-16 
  760       3.128106892345e-10       3.425033866608e-12      -1.849903812401e-11       0.000000000000e+00       1.801547517215e-14       5.583359043714e-15      -4.363134880377e-16 
  761       3.139288385848e-10       3.385934231215e-12      -1.843865460412e-11       0.000000000000e+00       1.793244315670e-14       5.576458112431e-15      -4.318127201903e-16 
  762       3.150365532301e-10       3.346843345129e-12      -1.837307700117e-11       0.000000000000e+00       1.784988604448e-14       5.569304836951e-15      -4.272950380544e-16 
  763       3.161334604241e-10       3.307775593254e-12      -1.830235052165e-11       0.000000000000e+00       1.776780220760e-14       5.561897867321e-15      -4.227606404817e-16 
  764       3.172191842896e-10       3.268745501073e-12      -1.822652114794e-11       0.000000000000e+00       1.768618994728e-14       5.554235851571e-15      -4.182097283237e-16 
  765       3.182933458089e-10       3.229767735089e-12      -1.814563564117e-11       0.000000000000e+00       1.760504749348e-14       5.546317435715e-15      -4.136425044379e-16 
  766       3.193555628144e-10       3.190857103266e-12      -1.805974154407e-11       0.000000000000e+00       1.752437300466e-14       5.538141263755e-15      -4.090591736931e-16 
  767       3.204054499791e-10       3.152028555477e-12      -1.796888718385e-11       0.000000000000e+00       1.744416456741e-14       5.529705977687e-15      -4.044599429758e-16 
  768       3.214426188078e-10       3.113297183943e-12      -1.787312167501e-11       0.000000000000e+00       1.736442019622e-14       5.521010217506e-15      -3.998450211954e-16 
  769       3.224666776271e-10       3.074678223680e-12      -1.777249492225e-11       0.000000000000e+00       1.728513783308e-14       5.512052621204e-15      -3.952146192902e-16 
  770       3.234772315762e-10       3.036187052937e-12      -1.766705762328e-11       0.000000000000e+00       1.720631534727e-14       5.502831824783e-15      -3.905689502333e-16 
  771       3.244738825978e-10       2.997839193644e-12      -1.755686127169e-11       0.000000000000e+00       1.712795053497e-14       5.493346462252e-15      -3.859082290384e-16 
  772       3.254562294285e-10       2.959650311852e-12      -1.744195815981e-11       0.000000000000e+00       1.705004111902e-14       5.483595165632e-15      -3.812326727652e-16 
  773       3.264238675895e-10       2.921636218178e-12      -1.732240138158e-11       0.000000000000e+00       1.697258474858e-14       5.473576564966e-15      -3.765425005257e-16 
  774       3.273763893772e-10       2.883812868247e-12      -1.719824483537e-11       0.000000000000e+00       1.689557899880e-14       5.463289288313e-15      -3.718379334895e-16 
  775       3.283133838540e-10       2.846196363137e-12      -1.706954322686e-11       0.000000000000e+00       1.681902137059e-14       5.452731961763e-15      -3.671191948902e-16 
  776       3.292344368386e-10       2.808802949817e-12      -1.693635207188e-11       0.000000000000e+00       1.674290929024e-14       5.441903209433e-15      -3.623865100304e-16 
  777       3.301391308970e-10       2.771649021598e-12      -1.679872769929e-11       0.000000000000e+00       1.666724010913e-14       5.430801653473e-15      -3.576401062881e-16 
  778       3.310270453329e-10       2.734751118570e-12      -1.665672725380e-11       0.000000000000e+00       1.659201110346e-14       5.419425914074e-15      -3.528802131222e-16 
  779       3.318977561785e-10       2.698125928046e-12      -1.651040869888e-11       0.000000000000e+00       1.651721947390e-14       5.407774609466e-15      -3.481070620784e-16 
  780       3.327508361849e-10       2.661790285009e-12      -1.635983081953e-11       0.000000000000e+00       1.644286234530e-14       5.395846355926e-15      -3.433208867950e-16 
  781       3.335858548132e-10       2.625761172550e-12      -1.620505322524e-11       0.000000000000e+00       1.636893676641e-14       5.383639767783e-15      -3.385219230085e-16 
  782       3.344023782244e-10       2.590055722313e-12      -1.604613635274e-11       0.000000000000e+00       1.629543970952e-14       5.371153457418e-15      -3.337104085596e-16 
  783       3.351999692707e-10       2.554691214942e-12      -1.588314146895e-11       0.000000000000e+00       1.622236807019e-14       5.358386035270e-15      -3.288865833988e-16 
  784       3.359781874860e-10       2.519685080517e-12      -1.571613067376e-11       0.000000000000e+00       1.614971866696e-14       5.345336109843e-15      -3.240506895923e-16 
  785       3.367365890763e-10       2.485054899003e-12      -1.554516690294e-11       0.000000000000e+00       1.607748824098e-14       5.332002287704e-15      -3.192029713279e-16 
  786       3.374747269104e-10       2.450818400691e-12      -1.537031393095e-11       0.000000000000e+00       1.600567345578e-14       5.318383173494e-15      -3.143436749204e-16 
  787       3.381921505108e-10       2.416993466639e-12      -1.519163637383e-11       0.000000000000e+00       1.593427089692e-14       5.304477369927e-15      -3.094730488177e-16 
  788       3.388884060439e-10       2.383598129119e-12      -1.500919969205e-11       0.000000000000e+00       1.586327707167e-14       5.290283477794e-15      -3.045913436067e-16 
  789       3.395630363112e-10       2.350650572060e-12      -1.482307019335e-11       0.000000000000e+00       1.579268840876e-14       5.275800095971e-15      -2.996988120187e-16 
  790       3.402155807394e-10       2.318169131486e-12      -1.463331503560e-11       0.000000000000e+00       1.572250125800e-14       5.261025821421e-15      -2.947957089354e-16 
  791       3.408455753712e-10       2.286172295964e-12      -1.444000222966e-11       0.000000000000e+00       1.565271189005e-14       5.245959249196e-15      -2.898822913946e-16 
  792       3.414525528563e-10       2.254678707048e-12      -1.424320064225e-11       0.000000000000e+00       1.558331649606e-14       5.230598972444e-15      -2.849588185963e-16 
  793       3.420360424413e-10       2.223707159717e-12      -1.404297999876e-11       0.000000000000e+00       1.551431118737e-14       5.214943582413e-15      -2.800255519078e-16 
  794       3.425955699612e-10       2.193276602822e-12      -1.383941088616e-11       0.000000000000e+00       1.544569199525e-14       5.198991668453e-15      -2.750827548704e-16 
  795       3.431306578292e-10       2.163406139529e-12      -1.363256475582e-11       0.000000000000e+00       1.537745487051e-14       5.182741818021e-15      -2.701306932042e-16 
  796       3.436408250281e-10       2.134115027759e-12      -1.342251392639e-11       0.000000000000e+00       1.530959568327e-14       5.166192616686e-15      -2.651696348148e-16 
  797       3.441255871004e-10       2.105422680638e-12      -1.320933158661e-11       0.000000000000e+00       1.524211022264e-14       5.149342648131e-15      -2.601998497983e-16 
  798       3.445844561390e-10       2.077348666930e-12      -1.299309179823e-11       0.000000000000e+00       1.517499419636e-14       5.132190494160e-15      -2.552216104478e-16 
  799       3.450169407783e-10       2.049912711490e-12      -1.277386949881e-11       0.000000000000e+00       1.510824323057e-14       5.114734734700e-15      -2.502351912585e-16 
  800       3.454226206374e-10       2.023132384995e-12      -1.255174140357e-11       0.000000000000e+00       1.504185343114e-14       5.096975379168e-15      -2.452409967801e-16 
  801       3.458013711608e-10       1.997016126061e-12      -1.232678872317e-11       0.000000000000e+00       1.497582307968e-14       5.078918189191e-15      -2.402399477178e-16 
  802       3.461531428605e-10       1.971570092731e-12      -1.209909450114e-11       0.000000000000e+00       1.491015096790e-14       5.060570434740e-15      -2.352331018851e-16 
  803       3.464778872391e-10       1.946800461657e-12      -1.186874272243e-11       0.000000000000e+00       1.484483583848e-14       5.041939470183e-15      -2.302215270252e-16 
  804       3.467755567938e-10       1.922713428116e-12      -1.163581831647e-11       0.000000000000e+00       1.477987638488e-14       5.023032734556e-15      -2.252063008409e-16 
  805       3.470461050218e-10       1.899315206014e-12      -1.140040716014e-11       0.000000000000e+00       1.471527125118e-14       5.003857751837e-15      -2.201885110244e-16 
  806       3.472894864243e-10       1.876612027902e-12      -1.116259608084e-11       0.000000000000e+00       1.465101903179e-14       4.984422131217e-15      -2.151692552867e-16 
  807       3.475056565111e-10       1.854610144981e-12      -1.092247285945e-11       0.000000000000e+00       1.458711827135e-14       4.964733567373e-15      -2.101496413878e-16 
  808       3.476945718055e-10       1.833315827117e-12      -1.068012623345e-11       0.000000000000e+00       1.452356746445e-14       4.944799840737e-15      -2.051307871661e-16 
  809       3.478561898487e-10       1.812735362849e-12      -1.043564589984e-11       0.000000000000e+00       1.446036505548e-14       4.924628817773e-15      -2.001138205681e-16 
  810       3.479904692042e-10       1.792875059401e-12      -1.018912251825e-11       0.000000000000e+00       1.439750943841e-14       4.904228451246e-15      -1.950998796782e-16 
  811       3.480973694627e-10       1.773741242690e-12      -9.940647713902e-12       0.000000000000e+00       1.433499895658e-14       4.883606780494e-15      -1.900901127486e-16 
  812       3.481768512465e-10       1.755340257340e-12      -9.690314080672e-12       0.000000000000e+00       1.427283190250e-14       4.862771931701e-15      -1.850856782287e-16 
  813       3.482288762140e-10       1.737678466686e-12      -9.438215184092e-12       0.000000000000e+00       1.421100651767e-14       4.841732118171e-15      -1.800877447952e-16 
  814       3.482534070647e-10       1.720762252795e-12      -9.184445564385e-12       0.000000000000e+00       1.414952099237e-14       4.820495640595e-15      -1.750974913813e-16 
  815       3.482504075431e-10       1.704598016464e-12      -8.929100739484e-12       0.000000000000e+00       1.408837346544e-14       4.799070887328e-15      -1.701161072070e-16 
  816       3.482198424438e-10       1.689192177240e-12      -8.672277208055e-12       0.000000000000e+00       1.402756202409e-14       4.777466334660e-15      -1.651447918086e-16 
  817       3.481616776160e-10       1.674551173427e-12      -8.414072452526e-12       0.000000000000e+00       1.396708470373e-14       4.755690547085e-15      -1.601847550681e-16 
  818       3.480758799680e-10       1.660681462095e-12      -8.154584942105e-12       0.000000000000e+00       1.390693948771e-14       4.733752177579e-15      -1.552372172435e-16 
  819       3.479624174716e-10       1.647589519093e-12      -7.893914135804e-12       0.000000000000e+00       1.384712430717e-14       4.711659967866e-15      -1.503034089981e-16 
  820       3.478212591671e-10       1.635281839057e-12      -7.632160485468e-12       0.000000000000e+00       1.378763704081e-14       4.689422748695e-15      -1.453845714304e-16 
  821       3.476523751675e-10       1.623764935421e-12      -7.369425438793e-12       0.000000000000e+00       1.372847551469e-14       4.667049440106e-15      -1.404819561038e-16 
  822       3.474557366633e-10       1.613045340432e-12      -7.105811442352e-12       0.000000000000e+00       1.366963750207e-14       4.644549051712e-15      -1.355968250762e-16 
  823       3.472313159270e-10       1.603129605151e-12      -6.841421944619e-12       0.000000000000e+00       1.361112072313e-14       4.621930682960e-15      -1.307304509301e-16 
  824       3.469790863175e-10       1.594024299473e-12      -6.576361398990e-12       0.000000000000e+00       1.355292284485e-14       4.599203523410e-15      -1.258841168018e-16 
  825       3.466990222852e-10       1.585736012132e-12      -6.310735266812e-12       0.000000000000e+00       1.349504148076e-14       4.576376853008e-15      -1.210591164115e-16 
  826       3.463910993760e-10       1.578271350712e-12      -6.044650020402e-12       0.000000000000e+00       1.343747419076e-14       4.553460042351e-15      -1.162567540929e-16 
  827       3.460552942361e-10       1.571636941658e-12      -5.778213146070e-12       0.000000000000e+00       1.338021848090e-14       4.530462552967e-15      -1.114783448230e-16 
  828       3.456915846168e-10       1.565839430288e-12      -5.511533147148e-12       0.000000000000e+00       1.332327180320e-14       4.507393937583e-15      -1.067252142516e-16 
  829       3.452999493786e-10       1.560885480802e-12      -5.244719547009e-12       0.000000000000e+00       1.326663155543e-14       4.484263840397e-15      -1.019986987312e-16 
  830       3.448803684964e-10       1.556781776290e-12      -4.977882892093e-12       0.000000000000e+00       1.321029508094e-14       4.461081997352e-15      -9.730014534699e-17 
  831       3.444328230635e-10       1.553535018747e-12      -4.711134754927e-12       0.000000000000e+00       1.315425966842e-14       4.437858236408e-15      -9.263091194598e-17 
  832       3.439572952964e-10       1.551151929080e-12      -4.444587737156e-12       0.000000000000e+00       1.309852255171e-14       4.414602477810e-15      -8.799236716718e-17 
  833       3.434537685395e-10       1.549639247121e-12      -4.178355472558e-12       0.000000000000e+00       1.304308090962e-14       4.391324734367e-15      -8.338589047115e-17 
  834       3.429222272695e-10       1.549003731635e-12      -3.912552630074e-12       0.000000000000e+00       1.298793186572e-14       4.368035111719e-15      -7.881287216978e-17 
  835       3.423626571002e-10       1.549252160331e-12      -3.647294916829e-12       0.000000000000e+00       1.293307248811e-14       4.344743808610e-15      -7.427471345598e-17 
  836       3.417750447868e-10       1.550391329873e-12      -3.382699081156e-12       0.000000000000e+00       1.287849978926e-14       4.321461117163e-15      -6.977282643341e-17 
  837       3.411593782306e-10       1.552428055892e-12      -3.118882915620e-12       0.000000000000e+00       1.282421072579e-14       4.298197423146e-15      -6.530863414622e-17 
  838       3.405156464837e-10       1.555369172993e-12      -2.855965260042e-12       0.000000000000e+00       1.277020219827e-14       4.274963206252e-15      -6.088357060879e-17 
  839       3.398438872226e-10       1.559219390647e-12      -2.594057454734e-12       0.000000000000e+00       1.271647144716e-14       4.251766797454e-15      -5.649873457784e-17 
  840       3.391443300662e-10       1.563974819953e-12      -2.333237531118e-12       0.000000000000e+00       1.266301724864e-14       4.228607607773e-15      -5.215384420629e-17 
  841       3.384172557600e-10       1.569629334285e-12      -2.073575578120e-12       0.000000000000e+00       1.260983873921e-14       4.205482782258e-15      -4.784826426346e-17 
